gene	nr_patients	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site
LOXHD1	78.0	2.0	0.0	0.0	0.0	72.0	4.0	0.0	0.0	0.0
TLE2	63.0	4.0	2.0	0.0	0.0	50.0	3.0	0.0	4.0	0.0
GON7	7.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0
RAB11A	10.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	2.0	0.0
RBM24	25.0	0.0	0.0	0.0	0.0	22.0	2.0	1.0	0.0	0.0
ZNF618	65.0	3.0	1.0	0.0	0.0	54.0	6.0	0.0	1.0	0.0
WDR62	129.0	3.0	1.0	1.0	1.0	111.0	7.0	0.0	5.0	0.0
IER2	11.0	0.0	0.0	1.0	0.0	10.0	0.0	0.0	0.0	0.0
ENDOV	21.0	0.0	0.0	0.0	0.0	18.0	3.0	0.0	0.0	0.0
HTR1E	106.0	2.0	0.0	0.0	0.0	97.0	7.0	0.0	0.0	0.0
ALOX5AP	13.0	1.0	0.0	0.0	0.0	10.0	0.0	1.0	0.0	1.0
ARRDC1	27.0	1.0	0.0	0.0	0.0	23.0	1.0	0.0	2.0	0.0
GAD1	95.0	1.0	1.0	0.0	0.0	86.0	2.0	0.0	5.0	0.0
CACTIN	56.0	3.0	1.0	0.0	0.0	50.0	2.0	0.0	0.0	0.0
ECM1	66.0	1.0	0.0	1.0	0.0	57.0	5.0	1.0	1.0	0.0
ALDH8A1	83.0	3.0	0.0	0.0	0.0	77.0	1.0	0.0	1.0	1.0
TTLL12	42.0	1.0	1.0	1.0	0.0	33.0	5.0	0.0	1.0	0.0
SRA1	14.0	0.0	0.0	0.0	0.0	12.0	1.0	0.0	1.0	0.0
ANAPC4	63.0	5.0	1.0	0.0	0.0	39.0	9.0	0.0	9.0	0.0
TEX2	102.0	5.0	2.0	0.0	0.0	86.0	7.0	0.0	2.0	0.0
TTC14	112.0	11.0	3.0	0.0	0.0	89.0	7.0	0.0	2.0	0.0
ZNF540	81.0	3.0	2.0	2.0	0.0	68.0	6.0	0.0	0.0	0.0
CACYBP	25.0	2.0	0.0	0.0	0.0	20.0	2.0	0.0	1.0	0.0
KRTAP26-1	44.0	0.0	0.0	0.0	0.0	40.0	4.0	0.0	0.0	0.0
LRBA	262.0	15.0	3.0	0.0	0.0	216.0	20.0	0.0	8.0	0.0
LILRA2	139.0	3.0	1.0	0.0	0.0	125.0	9.0	0.0	1.0	0.0
RBMS1	43.0	1.0	0.0	0.0	0.0	33.0	7.0	0.0	1.0	1.0
NDUFA12	12.0	0.0	0.0	0.0	0.0	10.0	1.0	0.0	1.0	0.0
TMEM70	16.0	2.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
MTMR1	94.0	1.0	1.0	0.0	0.0	79.0	11.0	0.0	2.0	0.0
MAT2B	26.0	0.0	1.0	0.0	0.0	24.0	1.0	0.0	0.0	0.0
FH	50.0	1.0	0.0	0.0	0.0	44.0	4.0	0.0	1.0	0.0
MESD	26.0	4.0	2.0	0.0	0.0	19.0	1.0	0.0	0.0	0.0
SLC39A10	76.0	2.0	2.0	0.0	0.0	64.0	8.0	0.0	0.0	0.0
GPANK1	30.0	3.0	0.0	1.0	0.0	25.0	1.0	0.0	0.0	0.0
MRPS11	17.0	0.0	0.0	0.0	0.0	14.0	2.0	0.0	1.0	0.0
MYL7	17.0	0.0	0.0	0.0	0.0	15.0	1.0	0.0	1.0	0.0
SCRN3	37.0	2.0	0.0	1.0	0.0	29.0	5.0	0.0	0.0	0.0
MRPL39	22.0	0.0	0.0	0.0	0.0	20.0	1.0	0.0	1.0	0.0
CT62	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
ADGRB1	169.0	4.0	3.0	1.0	0.0	147.0	9.0	0.0	5.0	0.0
LITAF	15.0	1.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
DAZAP1	76.0	28.0	1.0	2.0	0.0	35.0	7.0	0.0	3.0	0.0
OR4F15	37.0	1.0	0.0	0.0	0.0	32.0	3.0	0.0	0.0	1.0
GTPBP4	59.0	1.0	0.0	1.0	0.0	49.0	6.0	0.0	2.0	0.0
CNIH4	11.0	0.0	0.0	0.0	0.0	10.0	1.0	0.0	0.0	0.0
LEFTY1	35.0	1.0	0.0	0.0	0.0	32.0	2.0	0.0	0.0	0.0
IGLV3-32	12.0	0.0	0.0	0.0	0.0	10.0	2.0	0.0	0.0	0.0
KIF20A	55.0	1.0	0.0	0.0	0.0	46.0	6.0	0.0	2.0	0.0
MGARP	14.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	0.0	0.0
ACTR10	33.0	0.0	0.0	0.0	0.0	29.0	2.0	0.0	2.0	0.0
FAM216B	18.0	0.0	0.0	1.0	0.0	14.0	3.0	0.0	0.0	0.0
S1PR2	30.0	0.0	0.0	0.0	0.0	27.0	0.0	2.0	0.0	1.0
CCL21	15.0	1.0	0.0	0.0	0.0	11.0	3.0	0.0	0.0	0.0
CCNC	23.0	1.0	0.0	0.0	0.0	18.0	3.0	0.0	1.0	0.0
P2RY8	83.0	4.0	0.0	1.0	0.0	76.0	2.0	0.0	0.0	0.0
MBLAC2	16.0	2.0	0.0	0.0	0.0	11.0	2.0	1.0	0.0	0.0
PEX2	36.0	1.0	1.0	0.0	0.0	30.0	4.0	0.0	0.0	0.0
NFIA	46.0	1.0	1.0	0.0	0.0	42.0	2.0	0.0	0.0	0.0
CENPB	58.0	1.0	1.0	2.0	0.0	48.0	5.0	0.0	0.0	1.0
AHNAK	570.0	24.0	6.0	8.0	0.0	499.0	31.0	0.0	2.0	0.0
FAM71A	97.0	4.0	1.0	0.0	0.0	83.0	9.0	0.0	0.0	0.0
SGK1	72.0	6.0	1.0	12.0	0.0	49.0	1.0	0.0	3.0	0.0
DLL4	57.0	0.0	0.0	0.0	0.0	53.0	3.0	0.0	1.0	0.0
NCOA7	83.0	2.0	2.0	0.0	0.0	71.0	7.0	0.0	1.0	0.0
LGALS3	13.0	2.0	0.0	1.0	0.0	9.0	1.0	0.0	0.0	0.0
RTN4RL2	24.0	0.0	1.0	0.0	0.0	22.0	1.0	0.0	0.0	0.0
EIF1AX	50.0	0.0	0.0	1.0	0.0	44.0	2.0	0.0	3.0	0.0
KNSTRN	47.0	1.0	0.0	0.0	0.0	43.0	3.0	0.0	0.0	0.0
IKZF2	93.0	2.0	1.0	0.0	0.0	81.0	8.0	0.0	1.0	0.0
RBM12B	81.0	5.0	2.0	0.0	0.0	66.0	7.0	0.0	1.0	0.0
PLA2G4F	81.0	0.0	2.0	1.0	0.0	73.0	3.0	0.0	2.0	0.0
RING1	45.0	3.0	0.0	0.0	0.0	40.0	2.0	0.0	0.0	0.0
RNF183	18.0	1.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0
ZNF623	63.0	3.0	1.0	0.0	0.0	54.0	5.0	0.0	0.0	0.0
ARPC2	32.0	1.0	0.0	0.0	0.0	25.0	3.0	0.0	3.0	0.0
ADAM17	65.0	2.0	0.0	1.0	0.0	56.0	4.0	1.0	1.0	0.0
ATXN2	107.0	3.0	1.0	0.0	0.0	91.0	7.0	0.0	5.0	0.0
DNAJC30	14.0	0.0	0.0	0.0	0.0	12.0	1.0	0.0	0.0	1.0
SYT9	85.0	2.0	0.0	0.0	0.0	80.0	2.0	0.0	1.0	0.0
TSC1	136.0	20.0	1.0	1.0	0.0	82.0	20.0	0.0	12.0	0.0
TPPP	22.0	0.0	0.0	0.0	0.0	20.0	1.0	0.0	1.0	0.0
TRIP13	44.0	0.0	0.0	0.0	0.0	42.0	2.0	0.0	0.0	0.0
LYPD4	32.0	0.0	1.0	0.0	0.0	29.0	0.0	0.0	2.0	0.0
PSG8	124.0	2.0	0.0	0.0	0.0	110.0	9.0	0.0	2.0	1.0
NEK10	142.0	1.0	2.0	0.0	1.0	119.0	12.0	0.0	7.0	0.0
ODC1	33.0	1.0	0.0	0.0	0.0	29.0	2.0	0.0	1.0	0.0
CMTM3	11.0	1.0	1.0	0.0	0.0	7.0	1.0	0.0	1.0	0.0
RIMBP3B	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
IPO7	103.0	3.0	0.0	1.0	0.0	87.0	9.0	0.0	3.0	0.0
GLO1	16.0	1.0	0.0	0.0	0.0	14.0	1.0	0.0	0.0	0.0
CHRDL1	82.0	3.0	0.0	0.0	0.0	63.0	12.0	0.0	4.0	0.0
SH2D1A	29.0	0.0	0.0	0.0	0.0	25.0	1.0	0.0	2.0	1.0
EPHA1	105.0	8.0	2.0	0.0	0.0	87.0	6.0	0.0	2.0	0.0
RNF165	50.0	3.0	0.0	0.0	0.0	42.0	2.0	0.0	1.0	2.0
GPR156	98.0	1.0	1.0	1.0	0.0	84.0	9.0	0.0	2.0	0.0
CLEC4A	22.0	2.0	0.0	0.0	0.0	19.0	1.0	0.0	0.0	0.0
PP2D1	4.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
TBR1	67.0	4.0	0.0	0.0	0.0	58.0	5.0	0.0	0.0	0.0
TMPRSS5	21.0	1.0	0.0	0.0	0.0	19.0	0.0	0.0	1.0	0.0
TET3	164.0	8.0	4.0	1.0	0.0	135.0	10.0	0.0	6.0	0.0
KLHL13	126.0	2.0	2.0	0.0	0.0	111.0	6.0	0.0	4.0	1.0
C19ORF48	14.0	2.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
ZNF407	195.0	2.0	2.0	2.0	0.0	171.0	17.0	0.0	1.0	0.0
MOK	26.0	1.0	0.0	0.0	0.0	23.0	2.0	0.0	0.0	0.0
PCDHB12	219.0	6.0	0.0	1.0	0.0	205.0	7.0	0.0	0.0	0.0
MRAP	19.0	1.0	0.0	0.0	0.0	17.0	0.0	0.0	1.0	0.0
SCN10A	414.0	14.0	3.0	0.0	0.0	352.0	33.0	0.0	11.0	1.0
OR1A1	63.0	1.0	0.0	0.0	0.0	59.0	3.0	0.0	0.0	0.0
DDX3Y	26.0	0.0	0.0	0.0	0.0	24.0	2.0	0.0	0.0	0.0
TSPYL1	43.0	3.0	1.0	0.0	0.0	35.0	4.0	0.0	0.0	0.0
SPATA22	43.0	1.0	1.0	0.0	0.0	39.0	1.0	0.0	1.0	0.0
ZG16B	28.0	3.0	0.0	0.0	0.0	16.0	8.0	0.0	1.0	0.0
QRSL1	48.0	1.0	0.0	0.0	0.0	40.0	5.0	0.0	2.0	0.0
TMED3	19.0	0.0	0.0	0.0	0.0	15.0	4.0	0.0	0.0	0.0
ZNF143	46.0	1.0	0.0	1.0	0.0	43.0	0.0	0.0	1.0	0.0
ARSB	40.0	0.0	0.0	0.0	0.0	36.0	3.0	0.0	1.0	0.0
ARPC4	11.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	1.0	0.0
C3ORF84	10.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	1.0	0.0
ITGAD	177.0	3.0	0.0	1.0	0.0	161.0	7.0	0.0	5.0	0.0
MARCH2	36.0	0.0	0.0	1.0	0.0	31.0	4.0	0.0	0.0	0.0
COMP	67.0	2.0	0.0	1.0	0.0	63.0	1.0	0.0	0.0	0.0
ADGRG4	548.0	11.0	8.0	0.0	0.0	490.0	32.0	0.0	7.0	0.0
ZAR1L	8.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
HNRNPA1	54.0	2.0	2.0	1.0	0.0	45.0	2.0	0.0	2.0	0.0
ST14	81.0	2.0	2.0	0.0	0.0	72.0	4.0	0.0	1.0	0.0
NUP35	33.0	3.0	1.0	0.0	0.0	23.0	5.0	0.0	1.0	0.0
IGHV1-3	22.0	0.0	0.0	0.0	0.0	19.0	3.0	0.0	0.0	0.0
TADA3	39.0	1.0	0.0	0.0	0.0	35.0	2.0	0.0	1.0	0.0
C3ORF36	27.0	0.0	0.0	0.0	0.0	26.0	1.0	0.0	0.0	0.0
RAB37	36.0	2.0	1.0	0.0	0.0	30.0	1.0	0.0	2.0	0.0
RELCH	96.0	4.0	1.0	2.0	0.0	75.0	11.0	0.0	3.0	0.0
ZBED9	256.0	2.0	3.0	0.0	0.0	238.0	11.0	0.0	0.0	2.0
EOGT	33.0	0.0	0.0	0.0	0.0	30.0	1.0	0.0	2.0	0.0
CDH3	66.0	1.0	0.0	0.0	0.0	57.0	6.0	1.0	1.0	0.0
ACSF2	65.0	0.0	3.0	0.0	0.0	51.0	6.0	0.0	5.0	0.0
GPATCH3	43.0	0.0	0.0	1.0	0.0	40.0	2.0	0.0	0.0	0.0
ITPRID1	190.0	4.0	2.0	2.0	0.0	165.0	17.0	0.0	0.0	0.0
PLIN1	26.0	1.0	0.0	0.0	0.0	24.0	1.0	0.0	0.0	0.0
DUOXA1	29.0	0.0	0.0	0.0	0.0	28.0	1.0	0.0	0.0	0.0
TYMSOS	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
WDR41	34.0	2.0	0.0	0.0	0.0	27.0	3.0	1.0	1.0	0.0
GTF3C5	50.0	2.0	1.0	1.0	0.0	43.0	3.0	0.0	0.0	0.0
H2AFZ	19.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
AMOT	134.0	5.0	1.0	1.0	0.0	106.0	17.0	0.0	4.0	0.0
ANKRD39	11.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
SMIM6	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
SLC5A2	63.0	1.0	1.0	0.0	0.0	55.0	6.0	0.0	0.0	0.0
FAM92B	29.0	1.0	0.0	1.0	0.0	24.0	2.0	0.0	1.0	0.0
ENPP5	59.0	1.0	0.0	0.0	0.0	53.0	3.0	0.0	2.0	0.0
GPR87	44.0	1.0	1.0	0.0	0.0	41.0	1.0	0.0	0.0	0.0
PPP1R21	63.0	1.0	0.0	2.0	0.0	46.0	11.0	0.0	3.0	0.0
EXOC3L1	49.0	0.0	0.0	1.0	0.0	46.0	2.0	0.0	0.0	0.0
LAS1L	72.0	1.0	0.0	0.0	0.0	68.0	2.0	0.0	1.0	0.0
SLC7A6	26.0	0.0	1.0	0.0	0.0	22.0	1.0	0.0	2.0	0.0
SH3BP1	44.0	1.0	1.0	0.0	0.0	39.0	1.0	0.0	2.0	0.0
SHTN1	53.0	1.0	0.0	0.0	0.0	46.0	3.0	0.0	3.0	0.0
ELF3	131.0	13.0	24.0	3.0	0.0	75.0	11.0	0.0	5.0	0.0
ZFPL1	26.0	1.0	0.0	0.0	0.0	24.0	0.0	0.0	1.0	0.0
CARD19	9.0	2.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
ZFP82	60.0	1.0	1.0	0.0	0.0	54.0	3.0	0.0	0.0	1.0
XKR8	21.0	0.0	0.0	0.0	0.0	20.0	1.0	0.0	0.0	0.0
HDDC2	18.0	1.0	0.0	0.0	0.0	16.0	0.0	0.0	1.0	0.0
LHFPL1	39.0	1.0	0.0	0.0	0.0	36.0	2.0	0.0	0.0	0.0
GABRD	53.0	4.0	2.0	0.0	0.0	42.0	4.0	0.0	1.0	0.0
RIN1	57.0	1.0	0.0	0.0	0.0	52.0	3.0	0.0	1.0	0.0
GARS	39.0	2.0	0.0	1.0	0.0	34.0	1.0	0.0	1.0	0.0
MOXD1	69.0	1.0	0.0	0.0	0.0	64.0	3.0	0.0	1.0	0.0
ITGAL	151.0	5.0	0.0	1.0	0.0	124.0	10.0	0.0	10.0	1.0
CDK13	110.0	4.0	1.0	2.0	0.0	88.0	12.0	0.0	3.0	0.0
EXOC6	60.0	2.0	0.0	1.0	0.0	47.0	7.0	0.0	3.0	0.0
RNF43	168.0	65.0	8.0	1.0	0.0	71.0	18.0	0.0	5.0	0.0
GFER	9.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
SLC16A9	57.0	1.0	0.0	1.0	0.0	50.0	4.0	0.0	1.0	0.0
CNOT4	70.0	3.0	1.0	1.0	0.0	52.0	12.0	0.0	1.0	0.0
WNT11	34.0	0.0	0.0	0.0	0.0	32.0	2.0	0.0	0.0	0.0
PMM2	16.0	0.0	0.0	0.0	0.0	14.0	2.0	0.0	0.0	0.0
TMEM139	30.0	3.0	0.0	1.0	0.0	25.0	1.0	0.0	0.0	0.0
MAP3K11	82.0	5.0	2.0	0.0	0.0	66.0	6.0	1.0	2.0	0.0
SWSAP1	18.0	2.0	0.0	1.0	0.0	14.0	1.0	0.0	0.0	0.0
ASPDH	12.0	0.0	1.0	0.0	0.0	8.0	1.0	0.0	2.0	0.0
PRR34	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
ANXA11	44.0	3.0	0.0	0.0	0.0	37.0	4.0	0.0	0.0	0.0
OTOS	15.0	0.0	2.0	0.0	0.0	12.0	0.0	0.0	1.0	0.0
MEP1A	115.0	0.0	0.0	0.0	0.0	101.0	9.0	0.0	5.0	0.0
GLRX5	6.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0
PEX26	16.0	0.0	0.0	0.0	0.0	14.0	0.0	1.0	1.0	0.0
NBPF18P	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ANAPC2	73.0	1.0	0.0	1.0	0.0	70.0	1.0	0.0	0.0	0.0
LMO1	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
USP37	77.0	1.0	1.0	1.0	0.0	65.0	6.0	0.0	3.0	0.0
SH3BP5L	43.0	1.0	0.0	0.0	0.0	37.0	5.0	0.0	0.0	0.0
TCF23	35.0	1.0	0.0	0.0	0.0	30.0	2.0	0.0	2.0	0.0
DDX23	80.0	2.0	0.0	0.0	0.0	74.0	2.0	0.0	2.0	0.0
GZF1	60.0	3.0	0.0	3.0	0.0	50.0	4.0	0.0	0.0	0.0
SIX4	78.0	1.0	2.0	0.0	0.0	72.0	3.0	0.0	0.0	0.0
MTX2	24.0	0.0	0.0	0.0	0.0	20.0	1.0	0.0	2.0	1.0
KCNT2	336.0	9.0	2.0	2.0	0.0	280.0	29.0	0.0	14.0	0.0
RIPK2	42.0	3.0	1.0	0.0	0.0	33.0	2.0	0.0	3.0	0.0
POTEM	71.0	1.0	0.0	0.0	0.0	67.0	3.0	0.0	0.0	0.0
ADRB1	22.0	0.0	0.0	0.0	0.0	20.0	2.0	0.0	0.0	0.0
PDLIM5	68.0	0.0	0.0	0.0	1.0	60.0	4.0	0.0	3.0	0.0
IL1R2	55.0	3.0	1.0	1.0	0.0	44.0	6.0	0.0	0.0	0.0
STXBP2	55.0	2.0	1.0	0.0	0.0	51.0	0.0	0.0	1.0	0.0
OR5T1	113.0	3.0	0.0	1.0	0.0	104.0	2.0	1.0	0.0	2.0
DQX1	74.0	1.0	0.0	0.0	0.0	66.0	6.0	1.0	0.0	0.0
IGSF9B	203.0	4.0	4.0	1.0	0.0	179.0	12.0	0.0	3.0	0.0
SLITRK4	210.0	8.0	4.0	0.0	0.0	179.0	19.0	0.0	0.0	0.0
TMCO6	35.0	0.0	2.0	0.0	0.0	28.0	5.0	0.0	0.0	0.0
KCNK18	68.0	0.0	0.0	0.0	0.0	62.0	6.0	0.0	0.0	0.0
EQTN	30.0	2.0	2.0	1.0	0.0	23.0	0.0	0.0	2.0	0.0
CEP19	25.0	0.0	0.0	2.0	0.0	18.0	4.0	0.0	1.0	0.0
ACTN4	111.0	7.0	2.0	0.0	0.0	91.0	5.0	0.0	6.0	0.0
FUNDC1	12.0	0.0	0.0	1.0	0.0	10.0	1.0	0.0	0.0	0.0
KIF2B	278.0	5.0	3.0	0.0	0.0	259.0	11.0	0.0	0.0	0.0
KLK9	34.0	0.0	1.0	0.0	0.0	28.0	5.0	0.0	0.0	0.0
SRPRA	74.0	7.0	2.0	1.0	0.0	62.0	2.0	0.0	0.0	0.0
BACE2	52.0	11.0	0.0	0.0	0.0	39.0	1.0	0.0	1.0	0.0
CELF4	68.0	0.0	0.0	0.0	0.0	64.0	3.0	0.0	1.0	0.0
IGLC7	16.0	0.0	0.0	0.0	0.0	14.0	2.0	0.0	0.0	0.0
ORMDL3	16.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	1.0	1.0
OAF	24.0	0.0	0.0	0.0	0.0	22.0	1.0	0.0	1.0	0.0
FRG1	31.0	0.0	0.0	0.0	0.0	29.0	1.0	0.0	1.0	0.0
AGAP6	64.0	1.0	0.0	0.0	0.0	61.0	2.0	0.0	0.0	0.0
FSIP1	65.0	2.0	0.0	1.0	0.0	53.0	8.0	0.0	1.0	0.0
ZNF280B	55.0	3.0	0.0	0.0	0.0	49.0	3.0	0.0	0.0	0.0
PRR29	3.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
MLXIP	71.0	5.0	0.0	0.0	0.0	63.0	3.0	0.0	0.0	0.0
RTN4RL1	41.0	0.0	0.0	0.0	0.0	38.0	3.0	0.0	0.0	0.0
SLC45A1	87.0	4.0	0.0	0.0	0.0	77.0	5.0	0.0	1.0	0.0
VSIG4	59.0	0.0	0.0	0.0	0.0	54.0	2.0	0.0	3.0	0.0
ILDR1	99.0	2.0	0.0	0.0	0.0	90.0	6.0	0.0	1.0	0.0
RIIAD1	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
GATAD2A	58.0	3.0	2.0	0.0	1.0	49.0	2.0	0.0	1.0	0.0
KRTAP4-8	18.0	0.0	0.0	0.0	0.0	17.0	1.0	0.0	0.0	0.0
MRFAP1L1	8.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
FBXL19	49.0	4.0	1.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0
C15ORF48	10.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	1.0	0.0
RPSAP58	37.0	1.0	0.0	0.0	0.0	32.0	4.0	0.0	0.0	0.0
TNNI3K	86.0	2.0	0.0	0.0	0.0	76.0	4.0	0.0	3.0	1.0
FCRL3	164.0	7.0	1.0	0.0	0.0	145.0	8.0	0.0	3.0	0.0
LDHAL6A	33.0	1.0	0.0	0.0	0.0	30.0	1.0	0.0	1.0	0.0
TSSK2	30.0	2.0	0.0	0.0	0.0	27.0	1.0	0.0	0.0	0.0
MRPL34	7.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0
FOXC1	25.0	0.0	2.0	1.0	0.0	20.0	2.0	0.0	0.0	0.0
UBQLNL	83.0	0.0	0.0	0.0	0.0	79.0	4.0	0.0	0.0	0.0
METTL6	17.0	1.0	0.0	0.0	0.0	14.0	1.0	1.0	0.0	0.0
TIGD3	64.0	3.0	0.0	0.0	0.0	58.0	3.0	0.0	0.0	0.0
TCF15	7.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0
ULBP1	30.0	0.0	0.0	0.0	0.0	26.0	3.0	0.0	0.0	1.0
PLCL2	143.0	3.0	1.0	0.0	0.0	131.0	7.0	0.0	1.0	0.0
TSPAN3	15.0	0.0	0.0	1.0	0.0	13.0	1.0	0.0	0.0	0.0
SUMF2	26.0	1.0	0.0	0.0	0.0	24.0	1.0	0.0	0.0	0.0
ARL6IP5	12.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	1.0	0.0
BAGE2	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
ZIM3	137.0	4.0	1.0	0.0	0.0	115.0	16.0	1.0	0.0	0.0
SLX4	175.0	8.0	1.0	2.0	0.0	152.0	11.0	0.0	1.0	0.0
HIST1H3B	71.0	3.0	1.0	1.0	0.0	61.0	5.0	0.0	0.0	0.0
RUNX2	50.0	1.0	3.0	0.0	0.0	42.0	2.0	0.0	1.0	1.0
LCLAT1	45.0	2.0	0.0	1.0	0.0	38.0	3.0	0.0	1.0	0.0
PDPR	88.0	4.0	1.0	0.0	0.0	77.0	4.0	0.0	2.0	0.0
MRPL1	30.0	0.0	0.0	0.0	0.0	27.0	3.0	0.0	0.0	0.0
POSTN	185.0	8.0	3.0	0.0	0.0	155.0	6.0	0.0	12.0	1.0
IL21	29.0	1.0	0.0	0.0	0.0	26.0	2.0	0.0	0.0	0.0
DGKQ	53.0	2.0	1.0	0.0	0.0	43.0	3.0	0.0	4.0	0.0
SGF29	25.0	1.0	0.0	0.0	0.0	20.0	2.0	0.0	2.0	0.0
CRTC1	47.0	5.0	0.0	0.0	0.0	37.0	3.0	0.0	2.0	0.0
ALKBH8	40.0	2.0	0.0	1.0	0.0	30.0	5.0	0.0	2.0	0.0
ZNF614	60.0	1.0	0.0	0.0	0.0	50.0	8.0	0.0	1.0	0.0
ZNF286B	42.0	0.0	1.0	0.0	0.0	39.0	2.0	0.0	0.0	0.0
TRAF3IP2	55.0	3.0	3.0	0.0	0.0	37.0	8.0	0.0	4.0	0.0
NEUROD4	96.0	2.0	0.0	1.0	0.0	81.0	11.0	0.0	1.0	0.0
CHCHD4	17.0	1.0	0.0	0.0	0.0	15.0	1.0	0.0	0.0	0.0
SNX2	32.0	1.0	1.0	0.0	0.0	24.0	5.0	0.0	1.0	0.0
ZNF439	53.0	1.0	0.0	0.0	0.0	43.0	9.0	0.0	0.0	0.0
IGKV2-40	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
SPN	29.0	1.0	1.0	0.0	0.0	25.0	2.0	0.0	0.0	0.0
GPR62	11.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
AGTR2	65.0	1.0	0.0	0.0	0.0	61.0	3.0	0.0	0.0	0.0
ANGPTL1	42.0	2.0	1.0	1.0	0.0	36.0	1.0	0.0	1.0	0.0
HSPB3	19.0	0.0	0.0	0.0	0.0	16.0	3.0	0.0	0.0	0.0
EDN3	49.0	1.0	0.0	0.0	0.0	46.0	2.0	0.0	0.0	0.0
ANKFN1	131.0	2.0	3.0	0.0	1.0	111.0	11.0	0.0	3.0	0.0
TMC5	154.0	6.0	1.0	0.0	0.0	131.0	8.0	0.0	8.0	0.0
CSF1R	106.0	3.0	0.0	0.0	0.0	89.0	11.0	0.0	3.0	0.0
FMR1NB	59.0	1.0	1.0	0.0	0.0	54.0	3.0	0.0	0.0	0.0
ABCG1	73.0	2.0	0.0	0.0	0.0	63.0	7.0	0.0	1.0	0.0
TBC1D10B	28.0	2.0	0.0	1.0	0.0	23.0	1.0	0.0	1.0	0.0
SELENOO	36.0	2.0	0.0	0.0	0.0	30.0	1.0	0.0	3.0	0.0
ABCG8	107.0	2.0	1.0	0.0	0.0	93.0	5.0	0.0	6.0	0.0
NUP155	132.0	1.0	0.0	0.0	1.0	113.0	9.0	0.0	8.0	0.0
TMEM203	14.0	0.0	1.0	1.0	0.0	11.0	0.0	1.0	0.0	0.0
ZNF23	56.0	3.0	0.0	2.0	0.0	43.0	8.0	0.0	0.0	0.0
RNF144B	25.0	1.0	0.0	0.0	0.0	22.0	2.0	0.0	0.0	0.0
NLRP2	199.0	4.0	0.0	0.0	0.0	178.0	10.0	0.0	7.0	0.0
AVEN	27.0	1.0	0.0	0.0	0.0	21.0	2.0	0.0	3.0	0.0
CDCA8	19.0	0.0	0.0	1.0	0.0	14.0	1.0	1.0	2.0	0.0
ZC2HC1C	25.0	1.0	0.0	0.0	0.0	21.0	2.0	0.0	1.0	0.0
DEFB106A	3.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
SLC16A6	42.0	3.0	0.0	0.0	0.0	35.0	3.0	0.0	1.0	0.0
RGSL1	35.0	0.0	0.0	0.0	0.0	32.0	2.0	0.0	1.0	0.0
BMX	84.0	0.0	0.0	1.0	0.0	69.0	9.0	0.0	4.0	1.0
